State_Name,State_ab,Zip_Code,Mean
New Mexico,NM,87105,62724
New Mexico,NM,87123,0
New Mexico,NM,87108,50788
New Mexico,NM,87105,42333
New Mexico,NM,87106,78002
New Mexico,NM,87102,36267
New Mexico,NM,87106,110211
New Mexico,NM,87102,30649
New Mexico,NM,87105,56949
New Mexico,NM,87102,60610
New Mexico,NM,87107,54877
New Mexico,NM,87107,85196
New Mexico,NM,87107,129660
New Mexico,NM,87109,58189
New Mexico,NM,87107,28223
New Mexico,NM,87109,62868
New Mexico,NM,87111,79518
New Mexico,NM,87109,63835
New Mexico,NM,87111,94032
New Mexico,NM,87122,137483
New Mexico,NM,87111,110698
New Mexico,NM,87059,81248
New Mexico,NM,87105,46292
New Mexico,NM,87105,41937
New Mexico,NM,87105,53494
New Mexico,NM,87111,58369
New Mexico,NM,87114,50146
New Mexico,NM,87114,83278
New Mexico,NM,87120,85510
New Mexico,NM,87121,33170
New Mexico,NM,87105,48594
New Mexico,NM,87125,87576
New Mexico,NM,87114,74710
New Mexico,NM,87114,78072
New Mexico,NM,87022,41120
New Mexico,NM,88201,59022
New Mexico,NM,87122,140390
New Mexico,NM,88201,25265
New Mexico,NM,88201,24829
New Mexico,NM,88201,72977
New Mexico,NM,88201,54584
New Mexico,NM,87026,35653
New York,NY,13605,54499
New York,NY,14005,64770
New York,NY,12501,82188
New York,NY,13732,73219
New York,NY,11550,131519
New York,NY,13733,52841
New York,NY,11558,110516
New York,NY,10992,100299
New York,NY,14813,46554
New York,NY,10913,123435
New York,NY,13309,48744
New York,NY,13030,56966
New York,NY,10708,166618
New York,NY,14437,49572
New York,NY,13317,57101
New York,NY,12032,62519
New York,NY,14850,103670
New York,NY,11771,144265
New York,NY,13901,78956
New York,NY,13490,56797
New York,NY,12043,53309
New York,NY,14487,88118
New York,NY,11726,81303
New York,NY,12051,70353
New York,NY,12901,79608
New York,NY,13630,85971
New York,NY,13634,57122
New York,NY,12053,67812
New York,NY,11735,93730
New York,NY,11758,109322
New York,NY,14445,55308
New York,NY,14058,76405
New York,NY,10523,97557
New York,NY,14450,78131
New York,NY,11751,105935
New York,NY,12068,53996
New York,NY,11768,136044
New York,NY,14738,58274
New York,NY,11010,118794
New York,NY,13776,61087
New York,NY,12078,44894
New York,NY,12832,48424
New York,NY,11740,102766
New York,NY,14510,49589
New York,NY,13646,42022
New York,NY,14221,92603
New York,NY,11780,140932
New York,NY,11557,118530
New York,NY,12401,119931
New York,NY,14471,52816
New York,NY,12839,48489
New York,NY,11096,61577
New York,NY,14701,66200
New York,NY,12944,43523
New York,NY,12401,54385
New York,NY,12449,54304
New York,NY,14086,63941
New York,NY,14482,58405
New York,NY,11757,94240
New York,NY,12733,53197
New York,NY,13208,50803
New York,NY,10541,107540
New York,NY,13661,72313
New York,NY,11762,117792
New York,NY,10940,66288
New York,NY,13114,65725
New York,NY,11771,146605
New York,NY,10952,54476
New York,NY,13808,50009
New York,NY,13409,61026
New York,NY,12123,69415
New York,NY,11590,85405
New York,NY,10977,30711
New York,NY,13845,62956
New York,NY,11710,115155
New York,NY,14843,72999
New York,NY,13212,53629
New York,NY,11963,102377
New York,NY,14028,57984
New York,NY,14520,47392
New York,NY,10963,92142
New York,NY,14522,50475
New York,NY,10560,137645
New York,NY,12972,86059
New York,NY,12566,54849
New York,NY,12568,50805
New York,NY,11733,142471
New York,NY,13433,42318
New York,NY,13438,68429
New York,NY,13143,49906
New York,NY,12572,69076
New York,NY,14870,50541
New York,NY,11575,79243
New York,NY,14777,43376
New York,NY,11963,116759
New York,NY,12538,118676
New York,NY,14433,51154
New York,NY,14880,66943
New York,NY,13148,58744
New York,NY,11968,101088
New York,NY,13152,102162
New York,NY,13209,55059
New York,NY,11550,120592
New York,NY,10968,108148
New York,NY,14895,58754
New York,NY,10901,91586
New York,NY,11776,103109
New York,NY,12603,90594
New York,NY,13159,59080
New York,NY,11020,119998
New York,NY,14889,56251
New York,NY,12186,91602
New York,NY,13163,52891
New York,NY,12566,0
New York,NY,14580,48232
New York,NY,13619,58658
New York,NY,11552,108834
New York,NY,12196,96359
New York,NY,13862,56782
New York,NY,12974,28726
New York,NY,12790,63762
New York,NY,14174,72638
New York,NY,11205,117203
New York,NY,11210,60976
New York,NY,11229,78908
New York,NY,11211,107738
New York,NY,12117,56407
New York,NY,11222,103917
New York,NY,11222,97871
New York,NY,11222,82430
New York,NY,11229,63115
New York,NY,11222,93687
New York,NY,11229,62421
New York,NY,11235,61425
New York,NY,11222,105941
New York,NY,11235,64312
New York,NY,11235,61112
New York,NY,12095,58574
New York,NY,11235,59083
New York,NY,11235,45510
New York,NY,11235,58102
New York,NY,11234,102422
New York,NY,11234,56426
New York,NY,11234,115027
New York,NY,11234,95720
New York,NY,11234,79305
New York,NY,11234,120152
New York,NY,11234,141250
New York,NY,14020,50652
New York,NY,11234,91837
New York,NY,11210,64949
New York,NY,11210,131361
New York,NY,11210,97933
New York,NY,11210,69672
New York,NY,11210,85433
New York,NY,11210,55551
New York,NY,11226,36339
New York,NY,11226,46610
New York,NY,11226,63809
New York,NY,12083,66160
New York,NY,11203,64254
New York,NY,11226,44590
New York,NY,11226,85086
New York,NY,10016,76190
New York,NY,11203,61206
New York,NY,11203,57333
New York,NY,10455,29609
New York,NY,10028,64710
New York,NY,11203,63352
New York,NY,11203,68372
New York,NY,11212,51429
New York,NY,12015,68479
New York,NY,11212,65902
New York,NY,11212,51629
New York,NY,11212,27237
New York,NY,11212,24914
New York,NY,11212,23169
New York,NY,11212,46750
New York,NY,11203,73003
New York,NY,11203,70976
New York,NY,11236,84895
New York,NY,11236,103834
New York,NY,13340,66619
New York,NY,11236,60414
New York,NY,11236,71182
New York,NY,11236,88664
New York,NY,11239,35440
New York,NY,11208,57144
New York,NY,11207,35214
New York,NY,11207,38015
New York,NY,11207,40039
New York,NY,11233,82850
New York,NY,11207,49384
New York,NY,13350,37259
New York,NY,11207,76193
New York,NY,11208,50228
New York,NY,11208,60202
New York,NY,11208,62611
New York,NY,11208,37577
New York,NY,11208,35744
New York,NY,11208,54190
New York,NY,11208,49993
New York,NY,11226,127425
New York,NY,13626,80474
New York,NY,13634,64186
New York,NY,13325,60716
New York,NY,14414,70358
New York,NY,14485,61810
New York,NY,14510,38664
New York,NY,14517,61726
New York,NY,13421,54322
New York,NY,13032,51186
New York,NY,13037,79311
New York,NY,13408,63058
New York,NY,13346,75740
New York,NY,13601,43893
New York,NY,14605,28515
New York,NY,14615,31185
New York,NY,14615,44434
New York,NY,14611,17659
New York,NY,14607,96980
New York,NY,14607,42915
New York,NY,14620,66503
New York,NY,14611,0
New York,NY,14617,21014
New York,NY,14621,19336
New York,NY,13661,66421
New York,NY,14609,55750
New York,NY,14609,27359
New York,NY,14609,64032
New York,NY,14611,24702
New York,NY,14611,45326
New York,NY,14614,51905
New York,NY,14610,53117
New York,NY,14621,26911
New York,NY,14609,29283
New York,NY,14612,40091
New York,NY,11201,121197
New York,NY,14606,45599
New York,NY,14607,18650
New York,NY,14611,23502
New York,NY,14617,101587
New York,NY,14617,85511
New York,NY,14617,85270
New York,NY,14622,86450
New York,NY,14609,43462
New York,NY,14609,62286
New York,NY,14580,113388
New York,NY,11217,83112
New York,NY,14580,102183
New York,NY,14580,103836
New York,NY,14526,104059
New York,NY,14625,76749
New York,NY,14450,93056
New York,NY,14450,91750
New York,NY,14450,83797
New York,NY,14618,63121
New York,NY,14534,130820
New York,NY,14472,127898
New York,NY,11209,112402
New York,NY,14610,95207
New York,NY,14620,108616
New York,NY,14618,107384
New York,NY,14618,59998
New York,NY,14467,75972
New York,NY,14543,116881
New York,NY,14616,81720
New York,NY,14616,55193
New York,NY,14612,72047
New York,NY,14616,53422
New York,NY,11209,79284
New York,NY,14616,64756
New York,NY,14626,80080
New York,NY,14606,63112
New York,NY,14624,74990
New York,NY,14624,88984
New York,NY,14624,74308
New York,NY,10472,44800
New York,NY,14468,79979
New York,NY,14428,95935
New York,NY,14428,75032
New York,NY,14420,88905
New York,NY,11209,72410
New York,NY,14420,108686
New York,NY,12010,61660
New York,NY,12010,67784
New York,NY,13452,45953
New York,NY,12068,62990
New York,NY,11024,144451
New York,NY,11023,148313
New York,NY,11030,131994
New York,NY,11020,98329
New York,NY,11050,95499
New York,NY,11231,125991
New York,NY,11050,157976
New York,NY,11030,181401
New York,NY,11030,161893
New York,NY,11548,76406
New York,NY,11507,181057
New York,NY,11568,153841
New York,NY,11040,121840
New York,NY,11040,89538
New York,NY,11040,124877
New York,NY,11596,109379
New York,NY,11220,58146
New York,NY,11501,114420
New York,NY,11501,89464
New York,NY,11568,115670
New York,NY,11590,100790
New York,NY,11590,57249
New York,NY,11001,83430
New York,NY,11530,124149
New York,NY,11003,127080
New York,NY,11003,126599
New York,NY,11003,88586
New York,NY,11219,40124
New York,NY,11010,83236
New York,NY,11010,116093
New York,NY,11010,98509
New York,NY,11552,114680
New York,NY,11565,110292
New York,NY,11530,137028
New York,NY,11530,172942
New York,NY,11550,106293
New York,NY,11550,61897
New York,NY,11550,135222
New York,NY,11217,76721
New York,NY,11553,131859
New York,NY,11553,79534
New York,NY,11553,95388
New York,NY,11590,131929
New York,NY,11554,48585
New York,NY,11554,98516
New York,NY,11554,107587
New York,NY,11566,95895
New York,NY,11756,105976
New York,NY,11756,101981
New York,NY,11228,85264
New York,NY,11756,102741
New York,NY,11756,87235
New York,NY,11783,104938
New York,NY,11756,97523
New York,NY,11580,107354
New York,NY,11565,121934
New York,NY,11580,134467
New York,NY,11580,104613
New York,NY,11581,81568
New York,NY,11581,164145
New York,NY,11228,85413
New York,NY,11516,140511
New York,NY,11557,151136
New York,NY,11557,176337
New York,NY,11557,125108
New York,NY,11563,72112
New York,NY,11518,143493
New York,NY,11570,89071
New York,NY,11570,126874
New York,NY,11550,100078
New York,NY,11572,112845
New York,NY,11209,76483
New York,NY,11572,137228
New York,NY,11572,109641
New York,NY,11510,96739
New York,NY,11510,84197
New York,NY,11575,85433
New York,NY,11520,74878
New York,NY,11520,61631
New York,NY,11520,55900
New York,NY,11520,117305
New York,NY,11710,95973
New York,NY,11228,81104
New York,NY,11710,94312
New York,NY,11566,136081
New York,NY,11710,158720
New York,NY,11710,132100
New York,NY,11793,148380
New York,NY,11793,139864
New York,NY,11518,120234
New York,NY,11550,119286
New York,NY,11561,127664
New York,NY,11561,89880
New York,NY,11205,101892
New York,NY,11520,157464
New York,NY,11542,119400
New York,NY,11542,66469
New York,NY,11545,145974
New York,NY,11753,178731
New York,NY,11743,144265
New York,NY,10472,35044
New York,NY,11732,113199
New York,NY,11791,170420
New York,NY,11753,150869
New York,NY,11791,128294
New York,NY,11219,58686
New York,NY,11801,138227
New York,NY,11801,117624
New York,NY,11801,64908
New York,NY,11801,104190
New York,NY,11803,125431
New York,NY,11803,107260
New York,NY,11803,118504
New York,NY,11714,152736
New York,NY,11714,100454
New York,NY,11735,104582
New York,NY,11228,95868
New York,NY,11735,113623
New York,NY,11758,111362
New York,NY,11758,117114
New York,NY,11758,105483
New York,NY,11762,147134
New York,NY,11762,100309
New York,NY,11758,105055
New York,NY,11762,126076
New York,NY,11783,143455
New York,NY,7302,0
New York,NY,11225,53988
New York,NY,10004,0
New York,NY,10004,0
New York,NY,10004,0
New York,NY,10002,100415
New York,NY,10038,63514
New York,NY,10002,71282
New York,NY,10002,23418
New York,NY,10009,51338
New York,NY,10038,85653
New York,NY,10002,94331
New York,NY,11219,52854
New York,NY,10009,88972
New York,NY,10002,36693
New York,NY,10003,80209
New York,NY,10028,187377
New York,NY,10013,82485
New York,NY,10009,64562
New York,NY,10003,154075
New York,NY,10003,161984
New York,NY,10003,157104
New York,NY,10010,147114
New York,NY,11205,60987
New York,NY,10011,121655
New York,NY,10011,116723
New York,NY,10014,104474
New York,NY,10010,82536
New York,NY,10010,119132
New York,NY,10011,142518
New York,NY,10016,82626
New York,NY,10014,0
New York,NY,10011,131384
New York,NY,10011,82593
New York,NY,11216,54079
New York,NY,10011,114127
New York,NY,10036,0
New York,NY,11109,134125
New York,NY,10016,139350
New York,NY,10016,125592
New York,NY,10001,52434
New York,NY,10036,130453
New York,NY,10065,142422
New York,NY,10021,0
New York,NY,10021,149784
New York,NY,11206,65376
New York,NY,10065,137288
New York,NY,10065,133219
New York,NY,10021,105300
New York,NY,10021,137483
New York,NY,10036,54560
New York,NY,10044,108382
New York,NY,10021,134065
New York,NY,10019,92844
New York,NY,10019,138381
New York,NY,10021,134000
New York,NY,11204,66970
New York,NY,10021,123837
New York,NY,10019,91179
New York,NY,10021,129814
New York,NY,10028,84766
New York,NY,10019,96825
New York,NY,10028,133076
New York,NY,10128,134964
New York,NY,10028,161104
New York,NY,10028,148569
New York,NY,10023,148419
New York,NY,11214,62712
New York,NY,10022,19366
New York,NY,10023,132127
New York,NY,10128,83504
New York,NY,10023,135355
New York,NY,10024,127309
New York,NY,10128,119982
New York,NY,10128,172032
New York,NY,10027,119448
New York,NY,10024,110510
New York,NY,10027,142053
New York,NY,11206,22877
New York,NY,10024,160871
New York,NY,10024,141320
New York,NY,10024,95369
New York,NY,10029,83640
New York,NY,10029,88217
New York,NY,10025,108996
New York,NY,10455,27011
New York,NY,10029,36845
New York,NY,10029,28636
New York,NY,10029,58643
New York,NY,10025,95771
New York,NY,11233,76469
New York,NY,10026,34112
New York,NY,10035,48344
New York,NY,10026,82679
New York,NY,10035,33676
New York,NY,10035,40126
New York,NY,10035,51209
New York,NY,10025,80352
New York,NY,10027,0
New York,NY,10037,77969
New York,NY,10027,76681
New York,NY,11238,76429
New York,NY,10037,65602
New York,NY,10026,67303
New York,NY,10027,37351
New York,NY,10030,85783
New York,NY,10027,45449
New York,NY,10030,57616
New York,NY,10031,0
New York,NY,10030,54388
New York,NY,10031,57107
New York,NY,10039,33929
New York,NY,11216,65876
New York,NY,11106,0
New York,NY,10032,56061
New York,NY,10039,0
New York,NY,10032,44185
New York,NY,10032,30117
New York,NY,10033,61606
New York,NY,10033,58655
New York,NY,10033,84165
New York,NY,10033,36864
New York,NY,10040,96225
New York,NY,11203,48965
New York,NY,10033,70965
New York,NY,10040,51653
New York,NY,10034,61939
New York,NY,10034,64322
New York,NY,10034,82094
New York,NY,10282,0
New York,NY,14305,56096
New York,NY,14305,50074
New York,NY,14305,25989
New York,NY,14303,26365
New York,NY,11213,46910
New York,NY,14303,41933
New York,NY,14304,64143
New York,NY,14304,67497
New York,NY,14120,63109
New York,NY,14120,96660
New York,NY,14120,59269
New York,NY,14094,89410
New York,NY,14094,47690
New York,NY,14094,71788
New York,NY,14067,52285
New York,NY,11235,51038
New York,NY,14108,52121
New York,NY,14094,90073
New York,NY,14092,63788
New York,NY,14120,56752
New York,NY,13501,58805
New York,NY,13502,24762
New York,NY,12208,46221
New York,NY,13501,55462
New York,NY,13502,25726
New York,NY,13502,70155
New York,NY,13440,41888
New York,NY,11233,42987
New York,NY,13440,54613
New York,NY,13440,69656
New York,NY,13492,53789
New York,NY,13492,107032
New York,NY,13438,64492
New York,NY,13440,61515
New York,NY,13478,62987
New York,NY,13413,107056
New York,NY,13413,48172
New York,NY,13456,81387
New York,NY,11221,59776
New York,NY,13403,84290
New York,NY,13501,27026
New York,NY,13502,0
New York,NY,13208,54800
New York,NY,13203,72587
New York,NY,13208,49083
New York,NY,13206,62029
New York,NY,13204,34034
New York,NY,13204,19535
New York,NY,13206,39153
New York,NY,11206,56550
New York,NY,13202,20511
New York,NY,13224,74101
New York,NY,13207,96237
New York,NY,13205,42596
New York,NY,13205,30400
New York,NY,13205,33127
New York,NY,13029,67360
New York,NY,13039,54976
New York,NY,13212,63251
New York,NY,13090,85089
New York,NY,11221,44742
New York,NY,13090,43929
New York,NY,13090,85004
New York,NY,13090,70681
New York,NY,13027,83876
New York,NY,13027,64018
New York,NY,13060,74423
New York,NY,10473,30777
New York,NY,13031,72161
New York,NY,13209,73693
New York,NY,13219,81278
New York,NY,13088,92225
New York,NY,11207,51774
New York,NY,13088,47696
New York,NY,13208,55404
New York,NY,13221,62452
New York,NY,13214,98091
New York,NY,13066,93116
New York,NY,13057,88478
New York,NY,13104,104604
New York,NY,13031,94114
New York,NY,13215,125553
New York,NY,13152,76730
New York,NY,11223,51744
New York,NY,13063,82923
New York,NY,14548,78562
New York,NY,14548,59454
New York,NY,14469,66570
New York,NY,14424,75711
New York,NY,14424,62756
New York,NY,14456,61897
New York,NY,14456,22196
New York,NY,14471,75016
New York,NY,12550,77964
New York,NY,11204,66101
New York,NY,12550,47789
New York,NY,10940,91576
New York,NY,10940,40666
New York,NY,12771,36992
New York,NY,12550,101197
New York,NY,12550,118622
New York,NY,12586,114145
New York,NY,12549,75155
New York,NY,10919,104839
New York,NY,10940,91424
New York,NY,11204,56537
New York,NY,10963,71855
New York,NY,12729,47972
New York,NY,10973,102148
New York,NY,10924,118828
New York,NY,12553,74619
New York,NY,12553,83321
New York,NY,12518,139524
New York,NY,10992,132337
New York,NY,10928,113324
New York,NY,10950,106457
New York,NY,11204,75657
New York,NY,10950,137850
New York,NY,10950,116140
New York,NY,10990,114013
New York,NY,10990,0
New York,NY,10950,42356
New York,NY,10940,73966
New York,NY,12553,123503
New York,NY,14411,73450
New York,NY,14470,43496
New York,NY,14476,55926
New York,NY,11204,79512
New York,NY,13142,52878
New York,NY,13044,66752
New York,NY,13069,61522
New York,NY,13069,93752
New York,NY,13069,35720
New York,NY,13126,92461
New York,NY,13126,53063
New York,NY,13126,56577
New York,NY,13326,90147
New York,NY,13335,57638
New York,NY,11211,79546
New York,NY,12155,54367
New York,NY,13820,46417
New York,NY,13820,45000
New York,NY,6812,99464
New York,NY,10512,89782
New York,NY,10516,115013
New York,NY,10579,114228
New York,NY,10541,101853
New York,NY,10512,124123
New York,NY,10509,113101
New York,NY,11206,45739
New York,NY,11208,79616
New York,NY,11109,122806
New York,NY,11421,101625
New York,NY,11418,85882
New York,NY,11418,76854
New York,NY,11416,68447
New York,NY,11417,67169
New York,NY,11106,82567
New York,NY,11106,83587
New York,NY,11417,69062
New York,NY,11206,79142
New York,NY,11102,97214
New York,NY,11102,63060
New York,NY,11105,76510
New York,NY,11106,70882
New York,NY,11106,58799
New York,NY,11417,63343
New York,NY,11419,57883
New York,NY,11105,82034
New York,NY,11419,79898
New York,NY,11417,75124
New York,NY,11203,52889
New York,NY,11105,102482
New York,NY,11105,61213
New York,NY,11418,76926
New York,NY,11418,75955
New York,NY,11418,77203
New York,NY,11418,70361
New York,NY,10474,38878
New York,NY,11419,79716
New York,NY,11103,94237
New York,NY,11106,52890
New York,NY,11420,65281
New York,NY,11211,103963
New York,NY,11420,67631
New York,NY,11101,54324
New York,NY,11436,59706
New York,NY,11104,85252
New York,NY,11101,69822
New York,NY,11435,72798
New York,NY,11104,68090
New York,NY,11415,92545
New York,NY,11435,65647
New York,NY,11377,57789
New York,NY,11230,68111
New York,NY,11377,93408
New York,NY,11377,71269
New York,NY,11377,57782
New York,NY,11377,77956
New York,NY,11377,41460
New York,NY,11372,63195
New York,NY,11373,49588
New York,NY,11372,44442
New York,NY,11372,52589
New York,NY,11372,62777
New York,NY,11211,32462
New York,NY,11434,84894
New York,NY,11434,67454
New York,NY,11377,69463
New York,NY,11377,68282
New York,NY,11377,53250
New York,NY,11434,84503
New York,NY,11369,87927
New York,NY,11434,64398
New York,NY,11369,88711
New York,NY,11369,69778
New York,NY,11211,121513
New York,NY,11369,66624
New York,NY,11368,78233
New York,NY,11368,62724
New York,NY,11368,0
New York,NY,11368,53196
New York,NY,11368,58239
New York,NY,11368,62513
New York,NY,11433,58304
New York,NY,11368,54237
New York,NY,11433,76405
New York,NY,11229,79269
New York,NY,11433,36046
New York,NY,11432,63957
New York,NY,11373,64260
New York,NY,11433,65107
New York,NY,11373,56241
New York,NY,11423,57387
New York,NY,11373,64017
New York,NY,11423,71776
New York,NY,11427,74945
New York,NY,11377,87823
New York,NY,11229,54447
New York,NY,11373,75086
New York,NY,11423,99170
New York,NY,11423,97094
New York,NY,11378,60728
New York,NY,11378,72099
New York,NY,11411,101673
New York,NY,11385,69096
New York,NY,11385,61659
New York,NY,11385,67174
New York,NY,11428,65825
New York,NY,11235,73825
New York,NY,11385,63297
New York,NY,11385,100838
New York,NY,11385,63139
New York,NY,11428,92728
New York,NY,11385,44438
New York,NY,11385,63419
New York,NY,11411,77698
New York,NY,11411,98638
New York,NY,11422,114286
New York,NY,11379,64811
New York,NY,11235,56265
New York,NY,11413,104756
New York,NY,11422,111994
New York,NY,11422,126553
New York,NY,11374,89526
New York,NY,11422,78645
New York,NY,11379,84784
New York,NY,11422,104452
New York,NY,11379,82108
New York,NY,11413,119799
New York,NY,11413,93066
New York,NY,11229,85369
New York,NY,11374,76092
New York,NY,11375,114225
New York,NY,11374,39146
New York,NY,11374,79457
New York,NY,11374,66211
New York,NY,11375,85390
New York,NY,11375,95004
New York,NY,11375,138416
New York,NY,11415,94918
New York,NY,11367,68928
New York,NY,11234,93935
New York,NY,11367,68518
New York,NY,11436,73188
New York,NY,11355,46186
New York,NY,11367,102479
New York,NY,11355,64498
New York,NY,11420,97785
New York,NY,10459,36077
New York,NY,11367,42817
New York,NY,11355,35363
New York,NY,11355,36880
New York,NY,11367,44764
New York,NY,11234,94273
New York,NY,11354,60071
New York,NY,11414,95806
New York,NY,11235,97813
New York,NY,11694,142136
New York,NY,11356,0
New York,NY,11694,73132
New York,NY,11356,83765
New York,NY,11693,48434
New York,NY,11692,92514
New York,NY,11691,22362
New York,NY,11234,141250
New York,NY,11357,83743
New York,NY,11691,0
New York,NY,11360,84057
New York,NY,11691,0
New York,NY,11691,61725
New York,NY,11691,34331
New York,NY,11691,59352
New York,NY,11357,73852
New York,NY,11357,95405
New York,NY,11361,0
New York,NY,11210,94826
New York,NY,11361,0
New York,NY,11361,115370
New York,NY,11355,86102
New York,NY,11355,51687
New York,NY,11358,85402
New York,NY,11358,71154
New York,NY,11358,79822
New York,NY,11365,68135
New York,NY,11367,28278
New York,NY,11432,107566
New York,NY,11210,101699
New York,NY,11364,115199
New York,NY,11364,156008
New York,NY,11365,100189
New York,NY,11361,120337
New York,NY,11361,73025
New York,NY,11365,117130
New York,NY,11361,100518
New York,NY,11358,84531
New York,NY,11363,78322
New York,NY,11362,91200
New York,NY,11210,60471
New York,NY,11362,83217
New York,NY,11004,89541
New York,NY,11004,118132
New York,NY,11004,89241
New York,NY,11427,81865
New York,NY,12182,35662
New York,NY,12180,33433
New York,NY,12180,49068
New York,NY,12180,58336
New York,NY,12180,68701
New York,NY,11226,65163
New York,NY,12090,62271
New York,NY,12154,89229
New York,NY,12180,120074
New York,NY,12140,90983
New York,NY,12196,83499
New York,NY,12144,66459
New York,NY,12123,104433
New York,NY,10301,0
New York,NY,10301,46767
New York,NY,10301,67470
New York,NY,11203,56017
New York,NY,10301,46233
New York,NY,10304,52880
New York,NY,10301,73906
New York,NY,10301,115942
New York,NY,10301,42588
New York,NY,10304,76903
New York,NY,10310,55419
New York,NY,10304,62244
New York,NY,10306,96321
New York,NY,10306,0
New York,NY,11210,72681
New York,NY,10306,105670
New York,NY,10306,129234
New York,NY,10308,95489
New York,NY,10308,101343
New York,NY,10308,0
New York,NY,10312,115081
New York,NY,10312,84076
New York,NY,10312,89380
New York,NY,10312,72056
New York,NY,10314,116577
New York,NY,11203,58926
New York,NY,10314,70644
New York,NY,10314,99387
New York,NY,10309,77713
New York,NY,10302,89992
New York,NY,10309,120792
New York,NY,10307,97304
New York,NY,10307,103896
New York,NY,10314,58784
New York,NY,10314,114571
New York,NY,10314,117328
New York,NY,11203,46661
New York,NY,10303,59998
New York,NY,10980,130934
New York,NY,10984,112235
New York,NY,10923,104722
New York,NY,10927,61183
New York,NY,10956,146495
New York,NY,10456,22873
New York,NY,10920,117335
New York,NY,10960,111432
New York,NY,10954,56338
New York,NY,10956,133815
New York,NY,11212,47665
New York,NY,10901,126135
New York,NY,10977,89523
New York,NY,10901,144217
New York,NY,10901,87314
New York,NY,10977,67977
New York,NY,10977,43151
New York,NY,10977,53045
New York,NY,10952,109329
New York,NY,10965,102871
New York,NY,10913,142796
New York,NY,11212,47644
New York,NY,10960,113495
New York,NY,10968,108479
New York,NY,13662,30685
New York,NY,13660,60344
New York,NY,13676,85560
New York,NY,13676,69942
New York,NY,13669,0
New York,NY,13669,45752
New York,NY,13617,64469
New York,NY,13625,55909
New York,NY,11203,78057
New York,NY,13642,44445
New York,NY,13642,38736
New York,NY,12803,93161
New York,NY,12846,58545
New York,NY,12833,71548
New York,NY,12871,104503
New York,NY,12866,120515
New York,NY,12866,22770
New York,NY,12866,0
New York,NY,12019,85069
New York,NY,11236,88634
New York,NY,12020,60635
New York,NY,12170,81341
New York,NY,12065,82765
New York,NY,12019,108408
New York,NY,12065,99343
New York,NY,12148,99616
New York,NY,12308,41321
New York,NY,12308,53047
New York,NY,12308,24188
New York,NY,12306,56424
New York,NY,11236,80404
New York,NY,12303,58982
New York,NY,12304,66630
New York,NY,12309,135407
New York,NY,12302,50436
New York,NY,12302,69663
New York,NY,12302,85630
New York,NY,12306,56203
New York,NY,12303,99252
New York,NY,12053,97156
New York,NY,12308,103262
New York,NY,11236,71975
New York,NY,12043,76631
New York,NY,12043,51136
New York,NY,12122,65749
New York,NY,14891,56142
New York,NY,14865,57284
New York,NY,13148,74540
New York,NY,13165,66813
New York,NY,13165,61030
New York,NY,14521,63359
New York,NY,14826,51476
New York,NY,11207,52408
New York,NY,14843,46797
New York,NY,14843,32318
New York,NY,14810,41741
New York,NY,14830,59442
New York,NY,14823,54956
New York,NY,14801,59306
New York,NY,14830,40263
New York,NY,14830,88291
New York,NY,11724,156563
New York,NY,11743,123969
New York,NY,11207,43424
New York,NY,11768,116692
New York,NY,11768,142512
New York,NY,11746,103009
New York,NY,11746,107932
New York,NY,11746,150179
New York,NY,11743,136121
New York,NY,11731,105887
New York,NY,11725,106438
New York,NY,11747,119343
New York,NY,11746,150299
New York,NY,11207,59182
New York,NY,11746,120168
New York,NY,11747,131140
New York,NY,11729,103694
New York,NY,11703,85437
New York,NY,11729,93752
New York,NY,11706,84098
New York,NY,11704,106164
New York,NY,11703,101075
New York,NY,11701,52294
New York,NY,11757,75627
New York,NY,11208,53188
New York,NY,11701,145906
New York,NY,11726,84707
New York,NY,11757,116170
New York,NY,11757,72963
New York,NY,11704,75541
New York,NY,11704,108597
New York,NY,10460,27089
New York,NY,11754,110640
New York,NY,11788,134686
New York,NY,11754,117334
New York,NY,11733,116266
New York,NY,11208,51419
New York,NY,11725,143537
New York,NY,11725,105409
New York,NY,11787,135045
New York,NY,11767,115920
New York,NY,11717,79875
New York,NY,11722,89698
New York,NY,11749,108293
New York,NY,11706,89531
New York,NY,11717,82421
New York,NY,11751,127171
New York,NY,11205,39652
New York,NY,11722,68444
New York,NY,11722,70014
New York,NY,11752,88923
New York,NY,11716,112217
New York,NY,11741,110617
New York,NY,11706,86182
New York,NY,11795,108581
New York,NY,11706,103236
New York,NY,11770,109792
New York,NY,11751,106748
New York,NY,13325,58152
New York,NY,11730,72278
New York,NY,11769,126385
New York,NY,11796,140202
New York,NY,11705,68188
New York,NY,11733,178886
New York,NY,11733,0
New York,NY,11733,150106
New York,NY,11755,121167
New York,NY,11720,121894
New York,NY,11766,154709
New York,NY,14510,45123
New York,NY,11764,139944
New York,NY,11953,94210
New York,NY,11778,118205
New York,NY,11727,100813
New York,NY,11786,140928
New York,NY,11778,89138
New York,NY,11779,84286
New York,NY,11742,105422
New York,NY,11738,124185
New York,NY,11741,109037
New York,NY,13032,57531
New York,NY,11779,86387
New York,NY,11953,71446
New York,NY,11763,126496
New York,NY,11715,90711
New York,NY,11772,78072
New York,NY,11772,74395
New York,NY,11772,99398
New York,NY,11763,127817
New York,NY,11719,109603
