State_Name,State_ab,Zip_Code,Mean
Florida,FL,34606,40597
Florida,FL,34606,46357
Florida,FL,33825,52134
Florida,FL,33825,31486
Florida,FL,33872,56143
Florida,FL,33870,43373
Florida,FL,33870,22288
Florida,FL,33875,39449
Florida,FL,34113,69667
Florida,FL,33852,38802
Florida,FL,33852,40564
Florida,FL,33617,25388
Florida,FL,33612,31109
Florida,FL,33612,47500
Florida,FL,33604,37735
Florida,FL,33610,22762
Florida,FL,33604,22305
Florida,FL,33604,70704
Florida,FL,33610,37857
Florida,FL,34114,74668
Florida,FL,33610,40202
Florida,FL,33603,42789
Florida,FL,33614,27101
Florida,FL,33602,50374
Florida,FL,33605,28485
Florida,FL,33605,37936
Florida,FL,33605,33961
Florida,FL,33607,11573
Florida,FL,33607,73462
Florida,FL,33607,55720
Florida,FL,32096,46481
Florida,FL,33602,67006
Florida,FL,33606,113069
Florida,FL,33609,58746
Florida,FL,33629,87710
Florida,FL,33609,87241
Florida,FL,33629,74206
Florida,FL,33611,121313
Florida,FL,33611,48082
Florida,FL,33611,111621
Florida,FL,33611,54417
Florida,FL,32038,53918
Florida,FL,33616,41217
Florida,FL,33616,85922
Florida,FL,33565,58908
Florida,FL,33647,109145
Florida,FL,33647,52535
Florida,FL,33592,40613
Florida,FL,33617,44582
Florida,FL,33610,36819
Florida,FL,33617,37383
Florida,FL,33617,33784
Florida,FL,32628,50640
Florida,FL,33613,44572
Florida,FL,33613,24917
Florida,FL,33549,73313
Florida,FL,33613,38460
Florida,FL,33647,36347
Florida,FL,33618,97543
Florida,FL,33613,59533
Florida,FL,33618,44282
Florida,FL,33624,72108
Florida,FL,33624,75922
Florida,FL,32209,18078
Florida,FL,33624,56830
Florida,FL,33626,108261
Florida,FL,33558,102919
Florida,FL,33624,80388
Florida,FL,33558,150589
Florida,FL,33634,57526
Florida,FL,33635,45212
Florida,FL,33615,20680
Florida,FL,33634,58912
Florida,FL,33634,49534
Florida,FL,32444,69407
Florida,FL,32205,76745
Florida,FL,33615,46445
Florida,FL,33614,34055
Florida,FL,33614,56148
Florida,FL,33614,51947
Florida,FL,33610,53164
Florida,FL,33584,60763
Florida,FL,33584,81474
Florida,FL,33594,55703
Florida,FL,33510,64090
Florida,FL,33527,43373
Florida,FL,32209,26750
Florida,FL,33563,49972
Florida,FL,33563,58573
Florida,FL,33566,57782
Florida,FL,33594,42533
Florida,FL,33596,119178
Florida,FL,33511,88928
Florida,FL,33511,77985
Florida,FL,33511,55946
Florida,FL,33511,118797
Florida,FL,33596,67817
Florida,FL,32218,43097
Florida,FL,33619,54220
Florida,FL,33578,52808
Florida,FL,33534,38049
Florida,FL,33598,42921
Florida,FL,33579,90617
Florida,FL,33547,119950
Florida,FL,33573,55068
Florida,FL,33598,63626
Florida,FL,33570,44678
Florida,FL,33647,78222
Florida,FL,32209,40094
Florida,FL,32455,54232
Florida,FL,32425,36582
Florida,FL,32960,69238
Florida,FL,32960,53455
Florida,FL,32963,110404
Florida,FL,32960,68218
Florida,FL,32962,47987
Florida,FL,32962,88747
Florida,FL,32967,107638
Florida,FL,32958,43300
Florida,FL,32205,33850
Florida,FL,32948,64742
Florida,FL,32440,41525
Florida,FL,32446,43026
Florida,FL,32446,47558
Florida,FL,32448,41979
Florida,FL,32344,69011
Florida,FL,32767,37366
Florida,FL,32767,35866
Florida,FL,32726,33798
Florida,FL,34788,74368
Florida,FL,32210,57216
Florida,FL,34788,39235
Florida,FL,32159,55756
Florida,FL,34748,42687
Florida,FL,34748,37354
Florida,FL,32778,37847
Florida,FL,32776,75879
Florida,FL,32757,60690
Florida,FL,34748,60261
Florida,FL,34753,61493
Florida,FL,34711,50411
Florida,FL,32244,50294
Florida,FL,34711,101562
Florida,FL,33916,24300
Florida,FL,33905,44123
Florida,FL,33905,27537
Florida,FL,33901,80581
Florida,FL,33901,27692
Florida,FL,33907,86248
Florida,FL,33907,46009
Florida,FL,33907,43522
Florida,FL,33919,54965
Florida,FL,32233,42674
Florida,FL,33908,49171
Florida,FL,33919,70705
Florida,FL,33931,54302
Florida,FL,33908,75223
Florida,FL,33993,77749
Florida,FL,33991,82167
Florida,FL,33909,54926
Florida,FL,33903,54210
Florida,FL,33903,50684
Florida,FL,33991,55055
Florida,FL,32246,39655
Florida,FL,33914,68235
Florida,FL,33914,52639
Florida,FL,33904,59400
Florida,FL,33904,46609
Florida,FL,33904,40887
Florida,FL,33904,70911
Florida,FL,33917,51899
Florida,FL,33917,70302
Florida,FL,33903,30778
Florida,FL,33905,66901
Florida,FL,32225,83312
Florida,FL,33905,62168
Florida,FL,33971,47202
Florida,FL,33974,122318
Florida,FL,33913,30708
Florida,FL,33971,48899
Florida,FL,33936,67589
Florida,FL,33936,66216
Florida,FL,33971,56141
Florida,FL,33936,34603
Florida,FL,33936,42740
Florida,FL,32405,40147
Florida,FL,32256,69317
Florida,FL,33974,49505
Florida,FL,33974,43250
Florida,FL,33908,75190
Florida,FL,33967,93142
Florida,FL,33928,115388
Florida,FL,33928,47851
Florida,FL,34135,55306
Florida,FL,34135,53298
Florida,FL,33931,59556
Florida,FL,33922,57473
Florida,FL,32277,51362
Florida,FL,33921,71894
Florida,FL,33957,72828
Florida,FL,33913,0
Florida,FL,32301,53274
Florida,FL,32308,65092
Florida,FL,32301,51188
Florida,FL,32310,51327
Florida,FL,32304,19602
Florida,FL,32312,100362
Florida,FL,32305,36909
Florida,FL,32207,59237
Florida,FL,32304,29275
Florida,FL,32303,34366
Florida,FL,32303,45759
Florida,FL,32303,84172
Florida,FL,32308,79816
Florida,FL,32312,123391
Florida,FL,32312,136344
Florida,FL,32309,111116
Florida,FL,32308,89338
Florida,FL,32317,97317
Florida,FL,32207,43178
Florida,FL,32696,50151
Florida,FL,32626,53629
Florida,FL,32696,42925
Florida,FL,32321,48962
Florida,FL,32331,55223
Florida,FL,34205,27451
Florida,FL,34208,29322
Florida,FL,34203,32790
Florida,FL,34207,33035
Florida,FL,34209,56380
Florida,FL,32257,50702
Florida,FL,34209,58874
Florida,FL,34205,51468
Florida,FL,34206,54436
Florida,FL,34203,66526
Florida,FL,34243,74666
Florida,FL,34243,80683
Florida,FL,34210,59809
Florida,FL,34209,61034
Florida,FL,34209,63002
Florida,FL,34221,71380
Florida,FL,32259,78701
Florida,FL,34221,72196
Florida,FL,34217,86109
Florida,FL,34221,73867
Florida,FL,34219,93573
Florida,FL,34202,84754
Florida,FL,34212,90272
Florida,FL,32696,66227
Florida,FL,32617,39101
Florida,FL,34488,44126
Florida,FL,32702,38781
Florida,FL,32501,25375
Florida,FL,34491,44885
Florida,FL,34420,52911
Florida,FL,34473,46080
Florida,FL,34420,34088
Florida,FL,34472,25917
Florida,FL,34478,68446
Florida,FL,34470,20620
Florida,FL,34471,15035
Florida,FL,34478,53529
Florida,FL,34471,66706
Florida,FL,32504,45253
Florida,FL,34471,80930
Florida,FL,34475,39490
Florida,FL,34481,68802
Florida,FL,34432,52976
Florida,FL,34957,79681
Florida,FL,34996,155568
Florida,FL,34990,84042
Florida,FL,34997,62880
Florida,FL,33455,72859
Florida,FL,34997,57677
Florida,FL,32505,31151
Florida,FL,33455,81186
Florida,FL,33455,97645
Florida,FL,34956,50915
Florida,FL,33180,84711
Florida,FL,33180,84073
Florida,FL,33180,154777
Florida,FL,33160,48532
Florida,FL,33180,165576
Florida,FL,33180,68912
Florida,FL,33162,65431
Florida,FL,32506,60276
Florida,FL,33181,22149
Florida,FL,33162,64014
Florida,FL,33161,40090
Florida,FL,33169,41844
Florida,FL,33161,61764
Florida,FL,33054,30223
Florida,FL,33147,37904
Florida,FL,33167,38949
Florida,FL,33168,34900
Florida,FL,33054,11824
Georgia,GA,39897,56399
Georgia,GA,31907,55824
Georgia,GA,30014,47196
Georgia,GA,30417,59343
Georgia,GA,39842,31468
Georgia,GA,31019,41749
Georgia,GA,31021,43999
Georgia,GA,31023,40022
Georgia,GA,30137,67023
Georgia,GA,30213,51837
Georgia,GA,30542,70659
Georgia,GA,30662,50011
Georgia,GA,30507,43231
Georgia,GA,30017,98846
Georgia,GA,31632,51144
Georgia,GA,30643,46956
Georgia,GA,30295,31458
Georgia,GA,30548,76773
Georgia,GA,31042,44853
Georgia,GA,30022,121269
Georgia,GA,30741,41061
Georgia,GA,30045,53877
Georgia,GA,30147,48404
Georgia,GA,31316,46236
Georgia,GA,30253,52731
Georgia,GA,30060,63423
Georgia,GA,31779,56576
Georgia,GA,30442,34212
Georgia,GA,31022,45450
Georgia,GA,30075,83574
Georgia,GA,30467,37773
Georgia,GA,30621,84343
Georgia,GA,31068,27855
Georgia,GA,31557,47412
Georgia,GA,30442,59260
Georgia,GA,31719,39047
Georgia,GA,31632,34297
Georgia,GA,31601,25098
Georgia,GA,31082,70254
Georgia,GA,30450,33410
Georgia,GA,30025,53822
Georgia,GA,31539,46844
Georgia,GA,30161,44304
Georgia,GA,30078,71362
Georgia,GA,30439,43133
Georgia,GA,31513,34812
Georgia,GA,30523,52078
Georgia,GA,30286,57297
Georgia,GA,30752,43128
Georgia,GA,30669,30565
Georgia,GA,30180,50473
Georgia,GA,31088,50358
Georgia,GA,31833,53882
Georgia,GA,30680,51433
Georgia,GA,30204,56274
Georgia,GA,31701,41702
Georgia,GA,30511,34127
Georgia,GA,39813,45609
Georgia,GA,30815,50226
Georgia,GA,30107,76422
Georgia,GA,30620,51420
Georgia,GA,30805,59143
Georgia,GA,30517,99338
Georgia,GA,30319,94627
Georgia,GA,31006,40631
Georgia,GA,30032,44265
Georgia,GA,30124,43679
Georgia,GA,31023,43243
Georgia,GA,30311,68393
Georgia,GA,30318,27343
Georgia,GA,30306,69992
Georgia,GA,31210,101029
Georgia,GA,30327,159428
Georgia,GA,30342,85374
Georgia,GA,30328,146874
Georgia,GA,30349,99724
Georgia,GA,30349,55482
Georgia,GA,30344,52521
Georgia,GA,30075,119847
Georgia,GA,30004,143235
Georgia,GA,30004,83344
Georgia,GA,30097,96149
Georgia,GA,31217,31776
Georgia,GA,30536,55671
Georgia,GA,31525,48312
Georgia,GA,30701,51051
Georgia,GA,39828,40685
Georgia,GA,30518,73014
Georgia,GA,30096,36996
Georgia,GA,30071,43114
Georgia,GA,30092,54125
Georgia,GA,30093,50561
Georgia,GA,30047,74603
Georgia,GA,31643,38950
Georgia,GA,30045,48404
Georgia,GA,30044,59751
Georgia,GA,30096,45868
Georgia,GA,30019,95018
Georgia,GA,30078,56819
Georgia,GA,30039,47478
Georgia,GA,30531,43209
Georgia,GA,39870,59616
Georgia,GA,30506,67634
Georgia,GA,30501,34380
Georgia,GA,30518,96894
Georgia,GA,30450,45361
Georgia,GA,30176,53927
Georgia,GA,30553,53108
Georgia,GA,30294,62572
Georgia,GA,30253,47993
Georgia,GA,30228,54168
Georgia,GA,31088,38052
Georgia,GA,31047,82244
Georgia,GA,30558,52828
Georgia,GA,31064,52874
Georgia,GA,31002,42704
Georgia,GA,30458,47941
Georgia,GA,30204,47903
Georgia,GA,31022,60837
Georgia,GA,31701,71689
Georgia,GA,31333,52149
Georgia,GA,31316,56636
Georgia,GA,31602,40181
Georgia,GA,31601,24187
Georgia,GA,30533,41076
Georgia,GA,31305,0
Georgia,GA,30662,53158
Georgia,GA,30233,54380
Georgia,GA,31716,37271
Georgia,GA,30410,49779
Georgia,GA,30705,44394
Georgia,GA,31904,41067
Georgia,GA,31906,56752
Georgia,GA,31903,30259
Georgia,GA,31904,85910
Georgia,GA,31907,51006
Georgia,GA,30055,81606
Georgia,GA,30016,54427
Georgia,GA,31558,41544
Georgia,GA,30630,49566
Georgia,GA,30132,61638
Georgia,GA,30157,68920
Georgia,GA,30143,55842
Georgia,GA,30295,57038
Georgia,GA,31036,54743
Georgia,GA,30576,62504
Georgia,GA,30904,49158
Georgia,GA,30907,65849
Georgia,GA,30906,41832
Georgia,GA,30179,53504
Georgia,GA,30815,47375
Georgia,GA,30901,32368
Georgia,GA,30012,45833
Georgia,GA,30467,43436
Georgia,GA,30223,48715
Georgia,GA,30577,39516
Georgia,GA,31709,43562
Georgia,GA,30427,55382
Georgia,GA,39842,41700
Georgia,GA,31792,62257
Georgia,GA,30170,68010
Georgia,GA,31775,40656
Georgia,GA,30546,43665
Georgia,GA,30241,45779
Georgia,GA,31044,40482
Georgia,GA,30286,52815
Georgia,GA,30707,52510
Georgia,GA,30656,41973
Georgia,GA,30655,62066
Georgia,GA,31503,39024
Georgia,GA,31545,43896
Georgia,GA,30736,75157
Georgia,GA,30571,67415
Georgia,GA,30720,34298
Georgia,GA,30720,54232
Georgia,GA,31042,46385
Georgia,GA,31513,35864
Georgia,GA,31513,52624
Georgia,GA,31510,49250
Georgia,GA,31061,65632
Georgia,GA,31061,53154
Georgia,GA,31061,23279
Georgia,GA,31401,72205
Georgia,GA,31061,59530
Georgia,GA,30011,66737
Georgia,GA,30680,61652
Georgia,GA,30680,61247
Georgia,GA,30620,58538
Georgia,GA,30103,53935
Georgia,GA,30121,50294
Georgia,GA,30121,60357
Georgia,GA,30137,78818
Georgia,GA,30178,77568
Georgia,GA,31405,27558
Georgia,GA,31750,36106
Georgia,GA,31639,47273
Georgia,GA,31639,46729
Georgia,GA,31204,21407
Georgia,GA,31211,17568
Georgia,GA,31211,34549
Georgia,GA,31204,69420
Georgia,GA,31204,29443
Georgia,GA,31206,33445
Georgia,GA,31206,31609
Georgia,GA,31404,39115
Georgia,GA,31210,30764
Georgia,GA,31210,48211
Georgia,GA,31210,93238
Georgia,GA,31052,73300
Georgia,GA,31201,26122
Georgia,GA,31014,29854
Georgia,GA,31553,46888
Georgia,GA,30511,53714
Georgia,GA,31643,38837
Georgia,GA,31321,58817
Georgia,GA,31324,113360
Georgia,GA,31419,54593
Georgia,GA,30458,12601
Georgia,GA,30461,32069
Georgia,GA,30415,48726
Georgia,GA,30458,43048
Georgia,GA,30830,31299
Georgia,GA,30434,39894
Georgia,GA,30233,60748
Georgia,GA,39846,26603
Georgia,GA,31569,39167
Georgia,GA,31558,0
Georgia,GA,31408,42143
Georgia,GA,30439,43508
Georgia,GA,30179,54079
Georgia,GA,30108,53423
Georgia,GA,30116,71766
Georgia,GA,30116,48464
Georgia,GA,30116,59966
Georgia,GA,30755,60369
Georgia,GA,30739,74387
Georgia,GA,30741,43240
Georgia,GA,30742,29242
Georgia,GA,31405,81394
Georgia,GA,31415,35496
Georgia,GA,31401,38072
Georgia,GA,31405,37825
Georgia,GA,31405,29229
Georgia,GA,31415,34729
Georgia,GA,31404,43940
Georgia,GA,31404,33151
Georgia,GA,31405,74810
Georgia,GA,31406,44744
Georgia,GA,31406,44544
Georgia,GA,31410,88691
Georgia,GA,31419,80279
Georgia,GA,31404,55772
Georgia,GA,31405,37945
Georgia,GA,31401,37500
Georgia,GA,31322,66620
Georgia,GA,31419,30626
Georgia,GA,31406,59289
Georgia,GA,31410,114401
Georgia,GA,31410,73423
Georgia,GA,31415,56267
Georgia,GA,31905,59430
Georgia,GA,31408,0
Georgia,GA,31905,62337
Georgia,GA,30731,42077
Georgia,GA,30747,22544
Georgia,GA,30183,79863
Georgia,GA,30115,106489
Georgia,GA,30114,98943
Georgia,GA,30115,92300
Georgia,GA,30188,86401
Georgia,GA,30188,87822
Georgia,GA,30107,70420
Georgia,GA,30189,114994
Georgia,GA,30189,77755
Georgia,GA,30605,20630
Georgia,GA,30606,110048
Georgia,GA,30605,82907
Georgia,GA,30606,75925
Georgia,GA,30606,80032
Georgia,GA,30683,37006
Georgia,GA,30605,30323
Georgia,GA,30605,83850
Georgia,GA,30115,100771
Georgia,GA,30349,47823
Georgia,GA,30297,47721
Georgia,GA,30260,43309
Georgia,GA,30273,79222
Georgia,GA,30274,35863
Georgia,GA,30296,35118
Georgia,GA,30274,53812
Georgia,GA,31513,49746
Georgia,GA,30349,23430
Georgia,GA,30274,46032
Georgia,GA,30215,64464
Georgia,GA,30189,103626
Georgia,GA,30236,51542
Georgia,GA,30236,60931
Georgia,GA,31634,39251
Georgia,GA,30101,99238
Georgia,GA,30101,90962
Georgia,GA,30152,87212
Georgia,GA,30102,81789
Georgia,GA,30144,86642
Georgia,GA,30064,102760
Georgia,GA,30127,106829
Georgia,GA,30606,23991
Georgia,GA,30066,84394
Georgia,GA,30066,94726
Georgia,GA,30067,134650
Georgia,GA,30066,80192
Georgia,GA,30066,103525
Georgia,GA,30062,124490
Georgia,GA,30068,138793
Georgia,GA,30062,113147
Georgia,GA,30080,88238
Georgia,GA,30068,113291
Georgia,GA,30606,47376
Georgia,GA,30067,47963
Georgia,GA,30062,87590
Georgia,GA,30066,90258
Georgia,GA,30060,44613
Georgia,GA,30064,46693
Georgia,GA,30008,62588
Georgia,GA,30060,34714
Georgia,GA,30680,44001
Georgia,GA,30082,73581
Georgia,GA,30080,120544
Georgia,GA,30082,34956
Georgia,GA,30605,21484
Georgia,GA,30318,107285
Georgia,GA,30080,64831
Georgia,GA,30126,71849
Georgia,GA,30126,39686
Georgia,GA,30126,88866
Georgia,GA,30106,66769
Georgia,GA,30064,60705
Georgia,GA,30127,102015
Georgia,GA,31567,49348
Georgia,GA,31533,42708
Georgia,GA,30297,37887
Georgia,GA,31535,27827
Georgia,GA,31768,17456
Georgia,GA,31768,78698
Georgia,GA,31756,47434
Georgia,GA,30809,71876
Georgia,GA,30907,108667
Georgia,GA,30809,96492
Georgia,GA,30809,79559
Georgia,GA,30814,57612
Georgia,GA,31620,42525
Georgia,GA,30260,46446
Georgia,GA,31620,26989
Georgia,GA,30263,73804
Georgia,GA,30265,68716
Georgia,GA,30265,75165
Georgia,GA,30276,92982
Georgia,GA,30277,70061
Georgia,GA,30259,62715
Georgia,GA,31010,26695
Georgia,GA,31010,61724
Georgia,GA,30752,51744
Georgia,GA,30296,48710
Georgia,GA,30534,71294
Georgia,GA,39817,51166
Georgia,GA,39819,47231
Georgia,GA,30306,93620
Georgia,GA,30317,66441
Georgia,GA,30316,72240
Georgia,GA,30341,26824
Georgia,GA,30338,114678
Georgia,GA,30319,110860
Georgia,GA,30341,50234
Georgia,GA,30238,44216
Georgia,GA,30340,53975
Georgia,GA,30329,39267
Georgia,GA,30329,54743
Georgia,GA,30324,132078
Georgia,GA,30329,86302
Georgia,GA,30033,61209
Georgia,GA,30084,77056
Georgia,GA,30084,125572
Georgia,GA,30340,77347
Georgia,GA,30083,39956
Georgia,GA,30236,49138
Georgia,GA,30087,117068
Georgia,GA,30021,66786
Georgia,GA,30084,42735
Georgia,GA,30033,41926
Georgia,GA,30306,103419
Georgia,GA,30030,116501
Georgia,GA,30002,83576
Georgia,GA,30032,54777
Georgia,GA,30002,50597
Georgia,GA,30083,46887
Georgia,GA,30101,77995
Georgia,GA,30088,48113
Georgia,GA,30035,58488
Georgia,GA,30058,50289
Georgia,GA,30058,56069
Georgia,GA,30087,90624
Georgia,GA,30034,46723
Georgia,GA,30038,61208
Georgia,GA,30294,69439
Georgia,GA,30058,41106
Georgia,GA,30032,46094
Georgia,GA,30102,95801
Georgia,GA,30032,46109
Georgia,GA,30316,79974
Georgia,GA,31023,50419
Georgia,GA,31023,30722
Georgia,GA,31092,44128
Georgia,GA,31705,37513
Georgia,GA,31707,62907
Georgia,GA,31707,29957
Georgia,GA,31701,14781
Georgia,GA,31721,90853
Georgia,GA,30064,104982
Georgia,GA,31705,58556
Georgia,GA,31701,23747
Georgia,GA,30134,44540
Georgia,GA,30134,46552
Georgia,GA,30134,63216
Georgia,GA,30135,58402
Georgia,GA,30135,84313
Georgia,GA,39823,35042
Georgia,GA,36319,39646
Georgia,GA,31312,69717
Georgia,GA,30066,108951
Georgia,GA,31326,70365
Georgia,GA,30635,44245
Georgia,GA,30635,32986
Georgia,GA,30471,37922
Georgia,GA,30401,44110
Georgia,GA,30417,35447
Georgia,GA,30513,48858
Georgia,GA,30620,57850
Georgia,GA,30560,57816
Georgia,GA,30290,56107
Georgia,GA,30269,83155
Georgia,GA,30062,119128
Georgia,GA,30269,101173
Georgia,GA,30214,72166
Georgia,GA,30205,107764
Georgia,GA,30165,49490
Georgia,GA,30161,27008
Georgia,GA,30165,59391
Georgia,GA,30161,31885
Georgia,GA,30147,63285
Georgia,GA,30506,64883
Georgia,GA,30028,99768
Georgia,GA,30066,109880
Georgia,GA,30028,83483
Georgia,GA,30040,103193
Georgia,GA,30040,123045
Georgia,GA,30040,78606
Georgia,GA,30041,128100
Georgia,GA,30041,103027
Georgia,GA,30041,123376
Georgia,GA,30024,134102
Georgia,GA,30041,127573
Georgia,GA,30553,42840
Georgia,GA,30067,36363
Georgia,GA,30662,39409
Georgia,GA,30309,135735
Georgia,GA,30313,40197
Georgia,GA,30309,64222
Georgia,GA,30308,55929
Georgia,GA,30314,45167
Georgia,GA,30317,56806
Georgia,GA,30314,35468
Georgia,GA,30312,28125
Georgia,GA,30315,47762
Georgia,GA,30064,87336
Georgia,GA,30311,30906
Georgia,GA,30310,41985
Georgia,GA,30316,63699
Georgia,GA,30315,35114
Georgia,GA,30310,31057
Georgia,GA,30331,69556
Georgia,GA,30331,64831
Georgia,GA,30331,25339
Georgia,GA,30311,50272
Georgia,GA,30331,39718
Georgia,GA,30008,63150
Georgia,GA,30314,24723
Georgia,GA,30318,35127
Georgia,GA,30318,73538
Georgia,GA,30305,99443
Georgia,GA,30305,149410
Georgia,GA,30305,138722
Georgia,GA,30305,142514
Georgia,GA,30327,185371
Georgia,GA,30342,193870
Georgia,GA,30328,95660
Georgia,GA,30082,43474
Georgia,GA,30328,48495
Georgia,GA,30350,112389
Georgia,GA,30328,101819
Georgia,GA,30350,59618
Georgia,GA,30342,89590
Georgia,GA,30268,51506
Georgia,GA,30349,42420
Georgia,GA,30213,74024
Georgia,GA,30337,30142
Georgia,GA,30354,45612
Georgia,GA,30126,64403
Georgia,GA,30344,37791
Georgia,GA,30344,55236
Georgia,GA,30344,34278
Georgia,GA,30022,128562
Georgia,GA,30022,153576
Georgia,GA,30075,132187
Georgia,GA,30076,62343
Georgia,GA,30022,178362
Georgia,GA,30004,138867
Georgia,GA,30004,85939
Georgia,GA,30106,43632
Georgia,GA,30004,77088
Georgia,GA,30022,114947
Georgia,GA,30097,143473
Georgia,GA,30022,121893
Georgia,GA,30312,28307
Georgia,GA,30540,48694
Georgia,GA,30536,42813
Georgia,GA,31522,109183
Georgia,GA,31525,77033
Georgia,GA,31525,49608
Georgia,GA,31567,44521
Georgia,GA,31520,52372
Georgia,GA,31520,47953
Georgia,GA,30701,59955
Georgia,GA,30701,61091
Georgia,GA,30733,45317
Georgia,GA,39897,46636
Georgia,GA,39828,44946
Georgia,GA,30642,137420
Georgia,GA,30642,28632
Georgia,GA,30518,70655
Georgia,GA,31768,29749
Georgia,GA,30096,66152
Georgia,GA,30096,45459
Georgia,GA,30024,80100
Georgia,GA,30096,45696
Georgia,GA,30096,66969
Georgia,GA,30071,77414
Georgia,GA,30092,124141
Georgia,GA,30121,51817
Georgia,GA,30071,59196
Georgia,GA,30039,86083
Georgia,GA,30093,31643
Georgia,GA,30809,80508
Georgia,GA,30047,34524
Georgia,GA,30047,62245
Georgia,GA,30047,96428
Georgia,GA,30084,68107
Georgia,GA,30047,49429
Georgia,GA,30045,91374
Georgia,GA,30024,88747
Georgia,GA,30024,138814
Georgia,GA,30044,53798
Georgia,GA,30045,85099
Georgia,GA,30809,103559
Georgia,GA,30043,64226
Georgia,GA,30044,66357
Georgia,GA,30019,98142
Georgia,GA,30019,93335
Georgia,GA,30019,112231
Georgia,GA,30078,123019
Georgia,GA,30078,76354
Georgia,GA,30078,86383
Georgia,GA,30039,67090
Georgia,GA,30039,83714
Georgia,GA,31620,56652
Georgia,GA,30535,54026
Georgia,GA,30535,49082
Georgia,GA,30531,37789
Georgia,GA,30506,77825
Georgia,GA,30534,60787
Georgia,GA,30501,60351
Georgia,GA,30507,43574
Georgia,GA,30504,52703
Georgia,GA,30507,24808
Georgia,GA,30566,86049
Georgia,GA,30277,94803
Georgia,GA,30518,89953
Georgia,GA,30519,82304
Georgia,GA,30113,44422
Georgia,GA,30176,50848
Georgia,GA,31811,53573
Georgia,GA,31807,49348
Georgia,GA,30553,74424
Georgia,GA,30643,33595
Georgia,GA,30281,75638
Georgia,GA,30281,82483
Georgia,GA,30220,60912
Georgia,GA,30281,61436
Georgia,GA,30253,89263
Georgia,GA,30253,74985
Georgia,GA,30252,84165
Georgia,GA,30228,77436
Georgia,GA,31028,74854
Georgia,GA,31093,32770
Georgia,GA,31088,70190
Georgia,GA,31005,95423
Georgia,GA,31088,50588
Georgia,GA,31015,52834
Georgia,GA,31047,84841
Georgia,GA,31069,80802
Georgia,GA,31774,30844
Georgia,GA,30517,84633
Georgia,GA,30565,34184
Georgia,GA,30549,76551
Georgia,GA,31064,52235
Georgia,GA,31567,41592
Georgia,GA,30434,23683
Georgia,GA,30442,30955
Georgia,GA,39817,36300
Georgia,GA,31096,27910
Georgia,GA,31032,57274
Georgia,GA,30204,42713
Georgia,GA,31635,42770
Georgia,GA,31022,68021
Georgia,GA,31022,60837
Georgia,GA,31027,61198
Georgia,GA,31075,35550
Georgia,GA,31701,54378
Georgia,GA,31313,46869
Georgia,GA,30317,56650
Georgia,GA,31333,53660
Georgia,GA,31324,60638
Georgia,GA,30817,38705
Georgia,GA,31605,46829
Georgia,GA,31632,39064
Georgia,GA,31602,119558
Georgia,GA,31602,45195
Georgia,GA,31601,36888
Georgia,GA,31601,44760
Georgia,GA,31601,53993
Georgia,GA,30341,85669
Georgia,GA,30533,43868
Georgia,GA,30533,50397
Georgia,GA,30824,48992
Georgia,GA,31305,68799
Georgia,GA,31030,40644
Georgia,GA,31063,21707
Georgia,GA,30629,47063
Georgia,GA,31803,52407
Georgia,GA,31830,27656
Georgia,GA,30222,46526
Georgia,GA,30340,45091
Georgia,GA,31716,36413
Georgia,GA,31730,37319
Georgia,GA,31029,43869
Georgia,GA,30410,59861
Georgia,GA,30650,50102
Georgia,GA,30705,51364
Georgia,GA,30705,39168
Georgia,GA,31750,30222
Georgia,GA,30721,43268
Georgia,GA,31904,38360
Georgia,GA,31906,55461
Georgia,GA,30329,56051
Georgia,GA,31906,33422
Georgia,GA,31906,23614
Georgia,GA,31903,26188
Georgia,GA,31909,58474
Georgia,GA,31909,74465
Georgia,GA,31909,46226
Georgia,GA,31907,33682
Georgia,GA,31907,62832
Georgia,GA,31903,39133
Georgia,GA,31904,37949
Georgia,GA,30345,139088
Georgia,GA,30054,49647
Georgia,GA,30014,47051
Georgia,GA,30014,46416
Georgia,GA,30016,68399
Georgia,GA,30677,116157
Georgia,GA,30630,49543
Georgia,GA,30132,91536
Georgia,GA,30132,90301
Georgia,GA,30141,52089
Georgia,GA,30134,81185
Georgia,GA,30084,89156
Georgia,GA,31088,86917
Georgia,GA,31030,55256
Georgia,GA,30143,64764
Georgia,GA,31557,50210
Georgia,GA,31516,55367
Georgia,GA,30153,51204
Georgia,GA,30125,47174
Georgia,GA,30125,42564
Georgia,GA,30153,37967
Georgia,GA,31024,57752
Georgia,GA,30087,124183
Georgia,GA,31024,27833
Georgia,GA,30568,52362
Georgia,GA,30576,50226
Georgia,GA,30909,66893
Georgia,GA,30901,17193
Georgia,GA,30904,30580
Georgia,GA,30901,37408
Georgia,GA,30909,121683
Georgia,GA,30909,55193
Georgia,GA,30909,51698
Georgia,GA,30002,64535
Georgia,GA,30906,26930
Georgia,GA,30906,31775
Georgia,GA,30906,30144
Georgia,GA,30906,56513
Georgia,GA,30815,50039
Georgia,GA,30815,68438
Georgia,GA,30815,60767
Georgia,GA,30012,63760
Georgia,GA,30094,82307
Georgia,GA,30013,69046
Georgia,GA,30030,105954
Georgia,GA,30281,92357
Georgia,GA,30094,83767
Georgia,GA,30467,72589
Georgia,GA,30467,45012
Georgia,GA,39845,29523
Georgia,GA,30223,40695
